author.username	content	timestamp
.mormoon	"Allow me to clarify: Node operators and Holesky operators aren't part of this discussion as there are no incentives for them, as stated by the Team. 

However, incentives were mentioned for " AVS Operators on Goerli " in announcements and the whitepaper. Yet, many TOP200 users (as of the Goerli shutdown) reported receiving zero incentives, which is the main concern here."	2024-04-30T03:20:43.548000+00:00
fuzzyman410	yep, just repay what was lost, they are taking 50% of supply for themselves, 0.2% of supply would cover it	2024-04-30T03:03:39.348000+00:00
bholu.eth	wouldve been fine with no airdrop for operators (after all that's a gamble we all willingly took) IF AND ONLY IF there was no screw up with timelines and bad comms	2024-04-30T03:02:30.084000+00:00
nano0215	7000 Operators on goerli  were the power users of all eigenlayer  without operators eigenlayer’s  multi billion dollar valuations are stone $0	2024-04-30T02:50:50.878000+00:00
fuzzyman410	honestly, just in disbelief, so disappointed	2024-04-30T02:35:40.569000+00:00
fuzzyman410	The funny part about this all is that we all lost money because the team was too lazy and disorganised to migrate testnets earlier, we are all down 5 figs, and the team couldn't even compensate any of us for their own mistake	2024-04-30T02:35:01.252000+00:00
nejn	So let me get this straight, I supply a service for half a year, put in my personal money so i can stay in eigenda, get rugged for 5 figs. All doing so while the eigen team uses my node to develop their $10 billion dollar product, of which they get 55% of (with investors). Then when it comes to airdrop day it favors insiders over anyone who has consistently provided resources for the product. How can the team justify this level of greed? The operators of eigen are part of the reason the product exists in the first place.	2024-04-30T02:33:18.690000+00:00
bholu.eth	still time to rethink, don't mess it up.	2024-04-30T02:20:49.256000+00:00
bholu.eth	Disrespectful to say the least. I don't care about an "additional" airdrop. I literally just want to be made whole at this poiint - incredibly inconsiderate move given that it could've easily been avoided had holesky migration been done earlier or there was a heads up given before goerli shutdown. to think that people would've willingly shut down their operators because it's just supposed to be a testnet is just delusional, people put their own money in because the requirements were so crazy. tonedeaf to think that 100s of people would be doing this "just for fun" for months on end, spending real money, for them to just lose all of that at the end.	2024-04-30T02:20:33.441000+00:00
fuzzyman410	I was top 150 operator	2024-04-30T02:13:04.030000+00:00
fuzzyman410	lost $12k	2024-04-30T02:08:17.921000+00:00
fuzzyman410	got nothing for running my goerli node	2024-04-30T02:08:12.744000+00:00
frog.eth	Eigen team literally deleted my message in general of me explaining this situation, where is the professionalism? Like this is actually sad.	2024-04-30T01:44:18.132000+00:00
nano0215	"Investors: 29.5%
Early Contributors: 25.5%
(1y lock, followed by 4% per month over next two years)"	2024-04-30T01:42:42.566000+00:00
dreamgallery	"Maybe in Phase 2
Anyway, need more information"	2024-04-30T01:19:54.087000+00:00
shwifteey	I'm out $20,000 in Goerli and $5,000 on my AWS bill	2024-04-30T01:05:34.913000+00:00
frog.eth	"Testnet operators were a crucial part in testing your protocol and you completely threw them under the bus. There is no EigenLayer without Operators. We spent months and real capital testing your protocol for a raffle of a small allocation? Investors and team got over 50% of the tokens and you couldnt spare a fraction of a % for the operators that made this whole thing possible?

It costed testnet operators 5 figures of REAL money to participate, and all we got was a few holesky (not enough to participate in holesky btw) and a CHANCE of getting 5% of our money back? NOT INCLUDING HOSTING COSTS."	2024-04-30T00:44:50.604000+00:00
gus33	A small EIGEN allocation has been made to “SOME” testnet users???? Some?? How about all of use that ran a node in the top 200 for months and spent 10’s of thousands of dollars to help YOU with your Mainnet launch? The intention was not to run a node with the expectation of receiving an airdrop but the fact that you airdropped to “SOME” testnet users is ridiculous. Not only did you airdrop to SOME users, you didn’t airdrop to ANY of us node runners. I spent time and money to help with YOUR Mainnet launch and what did I get in return? 0 EIGEN. 0. Please reevaluate your distribution, this makes absolutely  no sense. <@768866007821320232>	2024-04-30T00:39:20.835000+00:00
kafka4338	yeah this is not fair please consider airdrop for node operators if the documents say " Operators play a crucial role " wihtout operators eigenlayer was not possibel so operators should get allocation	2024-04-30T00:08:37.257000+00:00
d3genm0nk	yikes	2024-04-30T00:08:32.622000+00:00
d3genm0nk	190 $EIGEN lmao	2024-04-30T00:08:30.167000+00:00
hyuk	if it was done through a raffle then this is just a joke	2024-04-29T22:28:07.421000+00:00
hyuk	<@768866007821320232> care to explain which testnet users were given a compensation? lots of us that were in the top 200 eigenda received absolutely nothing	2024-04-29T22:27:57.895000+00:00
amis13	they don't give a damn about operators	2024-04-29T22:26:53.590000+00:00
bholu.eth	Are you kidding me? Wtf you guys actually did a raffle or what? 😭	2024-04-29T22:20:00.013000+00:00
kmi99	I cant understand that	2024-04-29T20:57:55.983000+00:00
kmi99	<@768866007821320232> we spent more than 12000 $  for be in 200 Avs on goerli..... but dont recieve any reward. Is it a joke?	2024-04-29T20:57:43.824000+00:00
hyuk	it's just a blog anyway	2024-04-29T20:22:40.422000+00:00
hyuk	dunno why metamask does that	2024-04-29T20:22:37.548000+00:00
hyuk	lol weird	2024-04-29T20:22:33.891000+00:00
hyuk		2024-04-29T20:22:31.546000+00:00
shwifteey	my metamask is marking it as phishing	2024-04-29T20:19:55.850000+00:00
shwifteey	is this legit?	2024-04-29T20:19:49.035000+00:00
0xemin	LOL	2024-04-29T20:05:02.570000+00:00
avgust_by	EL team, before starting the project you should have figured out how to run tesnets and how to reward devs. We spent 20k for depricated goerli ETH and got nothing as a reward, you dont understand what you are doing....	2024-04-29T20:03:55.941000+00:00
shwifteey	and then its fvcking raffled?	2024-04-29T20:02:49.478000+00:00
amis13	<:afeitandopollo:835074302432772096>	2024-04-29T20:02:45.264000+00:00
shwifteey	i lost $20,000 of geth on this testnet	2024-04-29T20:02:36.837000+00:00
amis13	yes 0 tokens here	2024-04-29T20:02:09.211000+00:00
shwifteey	dumbest sh!t ive ever seen	2024-04-29T20:02:02.023000+00:00
shwifteey	a raffle? are u kidding me	2024-04-29T20:01:50.561000+00:00
sandervr98	Same here unfortunately	2024-04-29T20:00:19.221000+00:00
hyuk	bros really just did a raffle lmeow	2024-04-29T19:58:42.891000+00:00
sebastian_pereira7623	same	2024-04-29T19:52:47.342000+00:00
harambo16	does anyone know if goerli users are subject to the 3 year vesting period? cc <@875066441714520064> <@466815633347313664>	2024-04-29T19:49:18.779000+00:00
romank6511	yes. If team did not want the community contributon it would be simple to make a private testnet. not the public. Many peoples because this testnet was not able to sell the gETH before the network was stopped.	2024-04-29T19:41:30.182000+00:00
bkz	specially when so many people that invested time and resources to be part of the testnet	2024-04-29T19:40:20.287000+00:00
bkz	would be nice to know what was the criteria...	2024-04-29T19:39:38.137000+00:00
bkz	some could be a raffle to 5% of the users	2024-04-29T19:39:20.177000+00:00
romank6511	"some testnet users" is not a clear explanation. Team should explain why some openators from top200 get drop but other did not. Team give me only hETH and in the form I was required to agree to return them back.	2024-04-29T19:37:49.774000+00:00
bulik9423	<@768866007821320232>	2024-04-29T19:33:46.053000+00:00
sebastian_pereira7623	Who from the team can responce for our complaints, guys? Can you tag him/her?	2024-04-29T19:32:11.152000+00:00
bkz	all my wallets in fact	2024-04-29T19:31:10.813000+00:00
bkz	my operator wallet is empty	2024-04-29T19:31:02.131000+00:00
bkz	same	2024-04-29T19:29:04.075000+00:00
hyuk	i literally received holesky eth, but not eligible for compensation	2024-04-29T19:28:57.241000+00:00
.xela	Contabo, DigitalOcean and Eigen team give you this little price for participation: 🎖️	2024-04-29T19:28:45.973000+00:00
bkz	also got 0	2024-04-29T19:27:54.585000+00:00
0xmev	ya	2024-04-29T19:27:51.628000+00:00
shwifteey	which ones	2024-04-29T19:27:12.414000+00:00
shwifteey	"some testnet users"	2024-04-29T19:27:09.737000+00:00
hyuk	ya	2024-04-29T19:24:55.214000+00:00
d3genm0nk	for Goerli?	2024-04-29T19:22:44.407000+00:00
hyuk	blog.eigenfoundation.org	2024-04-29T19:21:25.786000+00:00
nejn	Where are you seeing this	2024-04-29T19:21:18.357000+00:00
hyuk	ZERO TOKENS	2024-04-29T19:21:16.410000+00:00
hyuk	10k worth of testnet tokens	2024-04-29T19:21:15.183000+00:00
hyuk	i was top 200 avs eigenda	2024-04-29T19:21:09.203000+00:00
hyuk	yeah same, i see 0 rewards	2024-04-29T19:20:57.626000+00:00
0xnonce	"I'm active avs operatos since day 1 in both testnets and do not see any rewards
I filled the form and got holesky eth for new testnet to launch operator and 0 eigen tokens

It would be nice if team explain, which operators got tokens and why other avs operators from active set didn't get"	2024-04-29T19:20:49.785000+00:00
hyuk		2024-04-29T19:17:12.816000+00:00
.xela	No reward for node operators on testnet	2024-04-29T19:08:42.357000+00:00
daniel_6773	https://holesky.eigenlayer.xyz/operator/0x178d7e3c1596c7bdb7093ab7e7ab83bf7065b794	2024-04-29T19:08:39.665000+00:00
daniel_6773	"Spent lots of time and resources to get to top200 in Holesky testnet - got 0 $EIGEN, could you please review it once again 0x178D7E3C1596C7BDB7093AB7e7ab83Bf7065b794

Our community was also helping us to test the network"	2024-04-29T19:08:37.880000+00:00
8888.eth	check announc	2024-04-29T19:06:15.328000+00:00
gpintern	How did you check?	2024-04-29T18:50:42.410000+00:00
bulik9423	On operator wallet?	2024-04-29T18:35:38.106000+00:00
0xmev	I got 1.5k allocation for running a node for 4 months? lol	2024-04-29T18:32:29.798000+00:00
.mormoon	0 🥵	2024-04-29T18:28:51.886000+00:00
xdoggy	thanks i found it!	2024-04-29T18:26:45.659000+00:00
harambo16	hmm maybe 5 eth on that operator	2024-04-29T18:25:09.863000+00:00
8888.eth	most likely they delegated on the mainnet	2024-04-29T18:24:34.505000+00:00
8888.eth	Wow, how much did u spend?	2024-04-29T18:20:56.469000+00:00
harambo16	some random wallet i delegated with got 16 though! wonder how they came up with this	2024-04-29T18:20:32.859000+00:00
harambo16	my operator got 0 despite being top 10-20 in active set and receiving hETH airdrop.	2024-04-29T18:19:45.883000+00:00
sandervr98	blog dot eigenfoundation dot org slash announcement	2024-04-29T18:19:05.516000+00:00
sandervr98	links not allowed	2024-04-29T18:18:39.628000+00:00
xdoggy	Can you link this?	2024-04-29T18:18:32.174000+00:00
bholu.eth	anyone in this thread who _did_ receive it? if so how much did you get	2024-04-29T18:16:45.836000+00:00
bholu.eth	yes same	2024-04-29T18:16:26.684000+00:00
silent666	Did you check your testnet address ? seems 0 for me	2024-04-29T18:16:14.718000+00:00
bholu.eth	okay well my operator wallet is not eligible	2024-04-29T18:16:09.736000+00:00
sandervr98	in the official announcement	2024-04-29T18:11:48.433000+00:00
harambo16	where did you find this?	2024-04-29T18:09:48.049000+00:00
8888.eth	looks like yes	2024-04-29T18:08:25.593000+00:00
8888.eth	I don't know, I'm just waiting for clarification from the team.	2024-04-29T18:07:48.676000+00:00
.wolfkami	same here i checked my wallet after after putting in thousands in geth and we get nothing?	2024-04-29T18:05:58.688000+00:00
0xemin	could you please send an ss of your allocation?	2024-04-29T18:05:47.953000+00:00
sandervr98	```In recognition of the Goerli testnet shutdown and the associated inconvenience for testnet participants, a small EIGEN token allocation has been made to some testnet users. Future testnets, including Holesky, will not include token allocations. The primary goal of EigenLayer testnets is to facilitate testing and preparation for mainnet participation.```	2024-04-29T18:05:44.582000+00:00
8888.eth	also 0	2024-04-29T18:05:41.061000+00:00
8888.eth	since 1st week till now	2024-04-29T18:05:33.263000+00:00
busted.	Were you in active set for a while?	2024-04-29T18:05:00.295000+00:00
0xemin	zero ?	2024-04-29T18:04:36.005000+00:00
busted.	Pro tip, check your operator addresses in the airdrop page 🙂	2024-04-29T18:01:56.420000+00:00
q.w.e.r.t.y	Of course, I've heard that an operator requires some amount ETH (Goerli), but for it to cost that much. It's really weird that there are no mentions from eigen team. <@768866007821320232> any thoughts?	2024-04-29T17:57:31.860000+00:00
marchini1717	I was in active set , I understand	2024-04-29T17:52:47.549000+00:00
razyob	we spent about 14 000$ in USD for gETH, but still not eligible	2024-04-29T17:52:01.859000+00:00
8888.eth	Unfortunately, everyone thought there would be mainnet support/delegation and tried to get into the top 200 operators. To be in the top 200 operators you had to spend at least about $13k	2024-04-29T17:50:42.604000+00:00
.mormoon	<@768866007821320232> Anna,can you please tell us what is happening	2024-04-29T17:50:35.164000+00:00
marchini1717	And the name of thread gonna be : “how you can spent more than 5k and around Half a year with fun ”😀	2024-04-29T17:47:27.356000+00:00
block4039	About operators	2024-04-29T17:47:06.130000+00:00
block4039	The team really does not understand what it is doing, a big FUD about the operators will soon find them on X, a large thread will be prepared	2024-04-29T17:46:02.751000+00:00
.mormoon	Airdrop for Goerli AVS operator is a MUST	2024-04-29T17:43:56.920000+00:00
0xemin	I am also waiting for an announcement about testnet operators	2024-04-29T17:39:35.945000+00:00
8888.eth	Do I understand correctly that EIGEN token is not planned to be distributed to the NODE OPERATORS (GOERLI+HOLESKY)/DEVS? People who spent ETH to buy gETH for their operator and spent their resources to support it for about 5 months get nothing? <:pepeinspect:1097817315317399622> <:pepecheer:1097817274792017961>	2024-04-29T17:37:11.790000+00:00
